@timestamp,@message,@initDuration
2022-04-08 04:17:43.547,"REPORT RequestId: 44561be3-8497-4e8e-ad52-a432e782a290	Duration: 1.67 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 04:13:43.162,"REPORT RequestId: fa3ac769-0c7f-41d1-9a75-953acbf87843	Duration: 1.77 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 04:09:42.774,"REPORT RequestId: fed98a18-cb7f-4280-92db-435a8826c064	Duration: 1.42 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 04:05:42.388,"REPORT RequestId: c55ec9fe-7ea5-4f7b-b436-b6824dd6cd37	Duration: 1.64 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 04:01:41.990,"REPORT RequestId: d9c546a7-b2c3-4411-9638-ad04829f54a3	Duration: 1.73 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 03:57:41.606,"REPORT RequestId: bf30c130-d093-4ad6-af23-6359c12d5afc	Duration: 1.52 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 03:53:41.210,"REPORT RequestId: 7f0f1e8e-52d0-4b26-953a-03e34f3b80d4	Duration: 1.51 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 03:49:40.814,"REPORT RequestId: d7bf92b9-9136-4570-bc80-d7d10dfca7cd	Duration: 1.73 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 03:45:40.424,"REPORT RequestId: a74a3f3b-cd39-46f6-b0a6-434783a1e57a	Duration: 1.68 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 03:41:40.047,"REPORT RequestId: 653cc861-5bf5-4c86-a547-41190c46d80b	Duration: 274.34 ms	Billed Duration: 275 ms	Memory Size: 256 MB	Max Memory Used: 78 MB	
",
2022-04-08 03:37:39.381,"REPORT RequestId: 112d7fba-12b8-4a26-87a3-a44f305852f0	Duration: 2.21 ms	Billed Duration: 3 ms	Memory Size: 256 MB	Max Memory Used: 76 MB	
",
2022-04-08 03:33:38.996,"REPORT RequestId: ff5f6b66-edba-482d-9692-739169b68d7e	Duration: 12.34 ms	Billed Duration: 13 ms	Memory Size: 256 MB	Max Memory Used: 76 MB	
",
2022-04-08 03:29:38.597,"REPORT RequestId: ce19b1d6-6ffa-48a5-aadf-4ebecc8b6d53	Duration: 1.91 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 76 MB	
",
2022-04-08 03:25:38.206,"REPORT RequestId: 8faf96c4-6f07-46c2-b4f5-ca57cd44ce2b	Duration: 1.68 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 76 MB	
",
2022-04-08 03:21:37.809,"REPORT RequestId: 039f939f-acd1-4f5b-a792-d8e37436128a	Duration: 1.52 ms	Billed Duration: 2 ms	Memory Size: 256 MB	Max Memory Used: 75 MB	
",
