@timestamp,@message,@initDuration
2022-04-08 13:21:04.887,"REPORT RequestId: 03f3097c-541a-4982-a4ef-bad8130ca3e3	Duration: 1.73 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 82 MB	
",
2022-04-08 13:18:04.499,"REPORT RequestId: b93206ca-c7dd-4dc6-9b78-0817aea3c47d	Duration: 1.75 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 82 MB	
",
2022-04-08 13:15:04.104,"REPORT RequestId: 56f6d270-2bec-4d14-bcf2-f8b7e07cb4a5	Duration: 1.66 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 81 MB	
",
2022-04-08 13:12:03.708,"REPORT RequestId: 3fef411c-2543-4743-99d6-8fa9882d2d97	Duration: 2.67 ms	Billed Duration: 3 ms	Memory Size: 1024 MB	Max Memory Used: 81 MB	
",
2022-04-08 13:09:03.316,"REPORT RequestId: 690a5686-59bc-4b05-af2c-50bee81227d8	Duration: 1.79 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 13:06:02.927,"REPORT RequestId: 39d1896d-e226-441d-8a85-d40be5f0a61b	Duration: 1.65 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 13:03:02.535,"REPORT RequestId: 833eab16-c956-4198-bc7b-1c96c98271c4	Duration: 1.67 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 13:00:02.142,"REPORT RequestId: 2124f4bd-e500-43be-b24d-eb4407824e8b	Duration: 1.58 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 12:57:01.742,"REPORT RequestId: 68439779-2492-4d72-93ac-d4433cb0de87	Duration: 1.45 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 12:54:01.361,"REPORT RequestId: 0b9e5ec4-6d9d-40f3-bea7-c9038544e65c	Duration: 1.58 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 12:51:00.969,"REPORT RequestId: 7a2b27e6-e0e3-4243-a293-ddafa533d0e6	Duration: 1.53 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 12:48:00.578,"REPORT RequestId: dbe482c4-1694-45f3-b924-ff1e45e37279	Duration: 1.60 ms	Billed Duration: 2 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
2022-04-08 12:45:00.180,"REPORT RequestId: 2aec6061-9282-471c-9cbb-543bf32c930d	Duration: 2.30 ms	Billed Duration: 3 ms	Memory Size: 1024 MB	Max Memory Used: 80 MB	
",
