@timestamp,@message,@initDuration
2022-04-07 04:29:30.458,"REPORT RequestId: 3c653b13-539f-4243-8429-ebbb172e37ae	Duration: 1.54 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:26:30.074,"REPORT RequestId: 1e48de72-e1b4-4c68-bf78-4e64d708ee1e	Duration: 1.58 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:23:29.678,"REPORT RequestId: 3dbc1e17-58ee-48ff-97e6-9f8909a4fc6a	Duration: 1.50 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:20:29.290,"REPORT RequestId: ce2a9e3e-ea85-4533-97ea-216b4e80c3ac	Duration: 1.45 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:17:28.901,"REPORT RequestId: 860d8a9c-65bd-4a90-8499-df8fb588c5e2	Duration: 1.71 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:14:28.519,"REPORT RequestId: 0dcc0811-4b5a-411e-9de2-e85186684876	Duration: 1.51 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:11:28.129,"REPORT RequestId: 1d6dccde-1274-4122-b172-256ed08aef4a	Duration: 1.68 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:08:27.739,"REPORT RequestId: fd826e0d-fa0f-4588-a953-fc8d66170ed8	Duration: 1.42 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 80 MB	
",
2022-04-07 04:05:27.351,"REPORT RequestId: f76c17c2-a385-475b-ad5b-095a801c1de3	Duration: 2.89 ms	Billed Duration: 3 ms	Memory Size: 512 MB	Max Memory Used: 79 MB	
",
2022-04-07 04:02:26.956,"REPORT RequestId: 96af696c-785b-4d48-b9a9-0b7602cf15fc	Duration: 1.59 ms	Billed Duration: 2 ms	Memory Size: 512 MB	Max Memory Used: 79 MB	
",
