@timestamp,@message,@initDuration
2022-04-07 23:50:04.341,"REPORT RequestId: 23ba7aa6-f742-438a-b627-9fe420d6ff09	Duration: 1.64 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:47:03.944,"REPORT RequestId: 2823d962-35a5-4904-adbb-a6472a1ca15e	Duration: 1.62 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:44:03.549,"REPORT RequestId: ddf6c471-aa7a-474a-8d38-56b3b55b3538	Duration: 1.53 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:41:03.159,"REPORT RequestId: 919cae4c-2d25-4778-bc53-c572a6e26b6c	Duration: 1.59 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:38:02.772,"REPORT RequestId: a88a400d-f83b-491c-b5fe-db3021a997fb	Duration: 1.57 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:35:02.378,"REPORT RequestId: af016cc8-84f6-4f3f-a7d5-c777f68b0098	Duration: 1.62 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:32:01.970,"REPORT RequestId: 9d71caed-8cd2-4176-8c57-a118df7de26e	Duration: 1.54 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:29:01.578,"REPORT RequestId: 9e48d919-b640-47f4-a2e5-6167df4cc2b9	Duration: 1.69 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 78 MB	
",
2022-04-07 23:26:01.221,"REPORT RequestId: a03c877e-4f3d-484c-919f-b9cdb48c7051	Duration: 26.59 ms	Billed Duration: 27 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 23:23:00.811,"REPORT RequestId: ae35649a-fe24-4e5a-8592-6a203c33597e	Duration: 1.54 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 23:20:00.426,"REPORT RequestId: 45c45282-ace0-451d-aaef-57b3ae9cd7a9	Duration: 2.00 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 23:17:00.031,"REPORT RequestId: 4b9ca0a9-dca7-4b6b-be5f-9a7544c6ba36	Duration: 1.58 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 23:13:59.637,"REPORT RequestId: d523f11c-cfc5-46e4-9081-f06adfd55690	Duration: 1.60 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 23:10:59.248,"REPORT RequestId: 4cb0e3f3-e4b9-4145-bf3e-63703ec94765	Duration: 1.62 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 23:07:58.848,"REPORT RequestId: 08dee105-b113-4fbb-92a5-197b0b04641f	Duration: 1.95 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 23:04:58.464,"REPORT RequestId: fec38d57-039e-49e5-96d1-5ddb4f37e31f	Duration: 1.86 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 23:01:58.073,"REPORT RequestId: 9b9c3910-f7f9-4b61-b4df-c7d01370ecda	Duration: 4.13 ms	Billed Duration: 5 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 22:58:57.664,"REPORT RequestId: 5d78cc34-fbd7-4a01-847f-3b7ff83fed60	Duration: 1.56 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 22:55:57.267,"REPORT RequestId: 53c17ff6-8434-4d9b-99ba-b4837ccd7524	Duration: 1.49 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
2022-04-07 22:52:56.879,"REPORT RequestId: 7911658c-5216-4e0f-adba-41bc7062b52d	Duration: 1.54 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
