@timestamp,@message,@initDuration
2022-04-07 23:47:53.962,"REPORT RequestId: cc475151-6af0-41d2-9a69-98b65553f520	Duration: 1.58 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:42:53.551,"REPORT RequestId: 12364b33-56d1-4657-b899-533689d5b84c	Duration: 1.73 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:37:53.162,"REPORT RequestId: 7716b06b-f990-4ecc-b74f-d392cdfa1579	Duration: 1.40 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:32:52.774,"REPORT RequestId: 44a9e17a-34b0-4786-8264-9ceb8262cca8	Duration: 1.57 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:27:52.386,"REPORT RequestId: cdfd39e9-0960-4964-825a-20a0447a2477	Duration: 1.50 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:22:51.997,"REPORT RequestId: b52f5b57-a83f-459c-a4e3-eed1f392b212	Duration: 1.61 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:17:51.607,"REPORT RequestId: 56da9c17-f22f-4967-804c-d53d4078aa1b	Duration: 1.55 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:12:51.191,"REPORT RequestId: 08b81e71-b209-48f9-bb52-5c6a8c6b63b2	Duration: 1.86 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:07:50.792,"REPORT RequestId: 52c454bf-537b-42da-8ac5-911dcf26171d	Duration: 1.70 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
",
2022-04-07 23:02:50.426,"REPORT RequestId: 1beab37a-aacd-408f-b7ed-a04c1260cf76	Duration: 581.58 ms	Billed Duration: 582 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	Init Duration: 640.89 ms	
",640.89
2022-04-07 22:57:48.684,"REPORT RequestId: 1328d9a1-aaf2-44fd-b7cb-56c49fb37333	Duration: 1.47 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:52:48.284,"REPORT RequestId: ba7f312e-b06d-4ce6-91af-04c9f2c727ed	Duration: 1.65 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:47:47.878,"REPORT RequestId: 63e94754-a163-4719-8a1c-65ef591c8878	Duration: 1.80 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:42:47.499,"REPORT RequestId: ef4e4d27-0512-419c-b64a-be1ae955b79f	Duration: 14.86 ms	Billed Duration: 15 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:37:47.087,"REPORT RequestId: d44b1517-ea7f-41fc-9b8e-34f8984564e8	Duration: 1.51 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:32:46.681,"REPORT RequestId: e2e3e215-a6f2-4d34-ba4a-dccc4158137e	Duration: 1.57 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:27:46.271,"REPORT RequestId: 736b74e2-3439-4d02-a92f-7d061cc3ae26	Duration: 1.40 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:22:45.865,"REPORT RequestId: e4dd2aaf-1c91-46a0-9655-65deb8bf3ac9	Duration: 1.53 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:17:45.464,"REPORT RequestId: 03c45bf7-40dd-4ce0-8133-309adee6d170	Duration: 1.40 ms	Billed Duration: 2 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:12:45.059,"REPORT RequestId: 3993a964-d080-47da-a818-16aa7881f0cd	Duration: 14.45 ms	Billed Duration: 15 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:07:44.655,"REPORT RequestId: 92d9252c-8ba6-499f-b2b6-05c98c8f404a	Duration: 40.14 ms	Billed Duration: 41 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 22:02:44.212,"REPORT RequestId: a16647bf-5623-4d0c-9d33-b7a79c6a041d	Duration: 635.56 ms	Billed Duration: 636 ms	Memory Size: 128 MB	Max Memory Used: 77 MB	
",
2022-04-07 21:57:43.190,"REPORT RequestId: 585e16d0-806c-4825-b10a-2e00eb109e3d	Duration: 57.36 ms	Billed Duration: 58 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
",
